ID,Title,Alternative Title (en),Media Type,Status,Premiered Season,Genres,User Score,Number of Ratings,Number of Members,Studios,Rating
2471,Doraemon (1979),Doraemon,tv,finished_airing,Spring 1979,"Adventure, Anthropomorphic, Comedy, Fantasy, Kids, Sci-Fi, Shounen",7.86,39342,66089,Shin-Ei Animation,pg
813,Dragon Ball Z,Dragon Ball Z,tv,finished_airing,Spring 1989,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen",8.19,863786,1258233,Toei Animation,pg_13
966,Crayon Shin-chan,Shin Chan,tv,currently_airing,Spring 1992,"Comedy, Ecchi, School, Seinen",7.8,41800,87019,Shin-Ei Animation,g
170,Slam Dunk,Slam Dunk,tv,finished_airing,Fall 1993,"School, Shounen, Sports, Team Sports",8.55,141218,312658,Toei Animation,pg_13
103,Akazukin Chacha,Red Riding Hood Chacha,tv,finished_airing,Winter 1994,"Adventure, Comedy, Fantasy, Mahou Shoujo, Romance, Shoujo",7.41,6075,16889,Gallop,g
3907,Ginga Sengoku Gunyuuden Rai,Galaxy Warring State Chronicle Rai,tv,finished_airing,Spring 1994,"Adventure, Romance, Sci-Fi, Shounen, Space",7.89,5590,16613,E&G Films,pg_13
96,Kidou Butouden G Gundam,Mobile Fighter G Gundam,tv,finished_airing,Spring 1994,"Action, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space",7.58,38588,71808,Sunrise,pg_13
334,Marmalade Boy,Marmalade Boy,tv,finished_airing,Spring 1994,"Comedy, Drama, Romance, Shoujo",7.42,22707,57917,Toei Animation,pg_13
532,Bishoujo Senshi Sailor Moon S,Sailor Moon S,tv,finished_airing,Spring 1994,"Mahou Shoujo, Romance, Shoujo",7.9,80287,151409,Toei Animation,pg_13
435,Magic Knight Rayearth,Magic Knight Rayearth,tv,finished_airing,Fall 1994,"Action, Adventure, Comedy, Drama, Fantasy, Isekai, Mecha, Shoujo",7.45,30017,73581,Tokyo Movie Shinsha,pg_13
1397,Macross 7,None,tv,finished_airing,Fall 1994,"Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Space",7.13,12841,32829,"Ashi Productions, Hero",pg_13
1674,Captain Tsubasa J,None,tv,finished_airing,Fall 1994,"Shounen, Sports, Team Sports",7.28,18102,30968,Studio Comet,g
998,Blue Seed,Blue Seed,tv,finished_airing,Fall 1994,"Action, Adventure, Drama, Horror, Mystery, Mythology, Romance, Seinen, Supernatural",6.99,11127,31644,"Production I.G, Ashi Productions",pg_13
2041,Ai to Yuuki no Pig Girl Tonde Buurin,Super Pig,tv,finished_airing,Fall 1994,"Comedy, Fantasy, Mahou Shoujo, Parody, Romance, School, Shoujo",6.67,5313,11309,Nippon Animation,g
1573,Kishin Douji Zenki,Zenki,tv,finished_airing,Winter 1995,"Action, Comedy, Drama, Fantasy, Horror, Mythology, Shounen",6.97,5956,15094,Studio Deen,pg_13
520,Marmalade Boy Movie,None,movie,finished_airing,Winter 1995,"Romance, Shoujo",7.29,5082,11647,Toei Animation,pg_13
905,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,Dragon Ball Z: Fusion Reborn,movie,finished_airing,Winter 1995,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.6,102140,158814,Toei Animation,pg_13
2498,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,Slam Dunk: Shohoku Maximum Crisis! Burn Sakuragi Hanamichi,movie,finished_airing,Winter 1995,"School, Shounen, Sports, Team Sports",7.52,9161,18437,Toei Animation,pg_13
2559,Romeo no Aoi Sora,Romeo's Blue Skies,tv,finished_airing,Winter 1995,"Adventure, Drama, Historical",8.31,18056,51729,Nippon Animation,pg_13
534,Slayers,Slayers,tv,finished_airing,Spring 1995,"Action, Adventure, Comedy, Fantasy",7.72,63685,146603,E&G Films,pg_13
1563,Magic Knight Rayearth II,Magic Knight Rayearth II,tv,finished_airing,Spring 1995,"Action, Adventure, Drama, Fantasy, Isekai, Mahou Shoujo, Mecha, Romance, Shoujo",7.49,17765,35664,TMS Entertainment,pg_13
876,Street Fighter II V,Street Fighter II: The Animated Series,tv,finished_airing,Spring 1995,"Action, Adventure, Drama, Mystery",7.05,15732,28833,Group TAC,pg_13
1239,Bishoujo Senshi Sailor Moon SuperS,Sailor Moon SuperS,tv,finished_airing,Spring 1995,"Mahou Shoujo, Romance, Shoujo",7.62,63220,123264,Toei Animation,pg_13
90,Shin Kidou Senki Gundam Wing,Mobile Suit Gundam Wing,tv,finished_airing,Spring 1995,"Action, Drama, Mecha, Military, Sci-Fi, Space",7.67,91524,163999,Sunrise,pg_13
123,Fushigi Yuugi,Mysterious Play,tv,finished_airing,Spring 1995,"Action, Adventure, Fantasy, Historical, Isekai, Martial Arts, Reverse Harem, Romance, Shoujo",7.61,52881,123067,Pierrot,pg_13
696,Tenchi Muyou!,Tenchi Muyo! Tenchi Universe,tv,finished_airing,Spring 1995,"Comedy, Harem, Romance, Sci-Fi, Space",7.42,35586,83302,AIC,pg_13
1533,Ai Tenshi Densetsu Wedding Peach,Wedding Peach,tv,finished_airing,Spring 1995,"Comedy, Fantasy, Mahou Shoujo, Romance, Shoujo",6.74,11113,24496,"OLM, KSS",pg
1419,Lupin III: Kutabare! Nostradamus,Lupin III: Farewell to Nostradamus,movie,finished_airing,Spring 1995,"Action, Adult Cast, Adventure, Comedy, Mystery, Seinen",7.31,6040,12457,Tokyo Movie Shinsha,r+
914,Ike! Ina-chuu Takkyuu-bu,The Ping-Pong Club,tv,finished_airing,Spring 1995,"Comedy, Ecchi, Gag Humor, School",7.5,5254,18429,Grouper Productions,r+
2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Slam Dunk: Roar!! Basket Man Spirit,movie,finished_airing,Summer 1995,"School, Shounen, Sports, Team Sports",7.62,9015,18404,Toei Animation,pg_13
585,Mimi wo Sumaseba,Whisper of the Heart,movie,finished_airing,Summer 1995,"Drama, Romance, Shoujo",8.22,213802,378392,Studio Ghibli,g
536,Slayers: The Motion Picture,Slayers: The Motion Picture,movie,finished_airing,Summer 1995,"Adventure, Comedy, Fantasy",7.26,13861,25575,J.C.Staff,pg_13
906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,Dragon Ball Z: Wrath of the Dragon,movie,finished_airing,Summer 1995,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.36,85112,137324,Toei Animation,pg_13
30,Shinseiki Evangelion,Neon Genesis Evangelion,tv,finished_airing,Fall 1995,"Action, Avant Garde, Award Winning, Drama, Mecha, Psychological, Sci-Fi, Suspense",8.35,1122548,1878595,"Gainax, Tatsunoko Production",pg_13
43,Koukaku Kidoutai,Ghost in the Shell,movie,finished_airing,Fall 1995,"Action, Adult Cast, Award Winning, Detective, Mecha, Mystery, Psychological, Sci-Fi, Seinen, Suspense",8.27,340333,656946,Production I.G,r+
852,Gokinjo Monogatari,Neighborhood Stories,tv,finished_airing,Fall 1995,"Comedy, Drama, Romance, Shoujo, Visual Arts",7.66,5895,28097,Toei Animation,pg_13
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,Sailor Moon SuperS the Movie: Black Dream Hole,movie,finished_airing,Fall 1995,"Drama, Mahou Shoujo, Shoujo",7.54,22528,42673,Toei Animation,pg_13
1462,Memories,Memories,movie,finished_airing,Fall 1995,"Award Winning, Drama, Horror, Military, Psychological, Sci-Fi, Space, Suspense",7.72,50715,141839,"Madhouse, Studio 4°C",pg_13
961,Virtua Fighter,None,tv,finished_airing,Fall 1995,"Action, Martial Arts",7.11,5110,12221,Tokyo Movie Shinsha,pg_13
495,Bakuretsu Hunters,Sorcerer Hunters,tv,finished_airing,Fall 1995,"Adventure, Comedy, Ecchi, Fantasy, Shounen",6.64,7462,23573,Xebec,r
1567,Kaitou Saint Tail,Mysterious Thief Saint Tail,tv,finished_airing,Fall 1995,"Adventure, Romance, Shoujo",7.54,8324,22248,TMS Entertainment,g
116,Shinpi no Sekai El-Hazard (TV),El-Hazard: The Wanderers,tv,finished_airing,Fall 1995,"Adventure, Comedy, Fantasy, Isekai, Romance",6.93,7647,19065,AIC,pg_13
1211,Macross Plus Movie Edition,None,movie,finished_airing,Fall 1995,"Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space",7.7,8837,18333,Triangle Staff,r+
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,tv,finished_airing,Winter 1996,"Action, Comedy, Historical, Romance, Samurai, Shounen",8.28,241010,505849,"Gallop, Studio Deen",pg_13
235,Meitantei Conan,Case Closed,tv,currently_airing,Winter 1996,"Adventure, Comedy, Detective, Mystery, Shounen",8.17,163071,357660,TMS Entertainment,pg_13
893,Dragon Ball Movie 4: Saikyou e no Michi,Dragon Ball: The Path to Power,movie,finished_airing,Winter 1996,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen",7.13,34418,64648,Toei Animation,pg_13
225,Dragon Ball GT,Dragon Ball GT,tv,finished_airing,Winter 1996,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen",6.5,433918,646907,Toei Animation,pg_13
2705,Bakusou Kyoudai Let's & Go,None,tv,finished_airing,Winter 1996,"Adventure, Kids, Racing",6.86,6694,12120,Xebec,g
2012,Jigoku Sensei Nube,Hell Teacher Nube,tv,finished_airing,Spring 1996,"Comedy, Horror, School, Shounen, Supernatural",7.53,7019,22512,Toei Animation,pg_13
1006,Tenchi Muyou! in Love,Tenchi Muyo! In Love,movie,finished_airing,Spring 1996,"Action, Comedy, Romance, School, Sci-Fi, Space",7.4,12739,25111,AIC,pg_13
996,Bishoujo Senshi Sailor Moon: Sailor Stars,Sailor Moon Sailor Stars,tv,finished_airing,Spring 1996,"Adventure, Comedy, Drama, Mahou Shoujo, Romance, Shoujo",7.95,58510,116775,Toei Animation,pg_13
182,Tenkuu no Escaflowne,The Vision of Escaflowne,tv,finished_airing,Spring 1996,"Action, Adventure, Fantasy, Isekai, Love Polygon, Mecha, Psychological, Romance, Suspense",7.66,67579,165155,Sunrise,pg_13
1486,Kodomo no Omocha (TV),Kodocha,tv,finished_airing,Spring 1996,"Comedy, Drama, Love Polygon, Romance, Shoujo, Showbiz",8.05,28300,71707,Gallop,pg_13
535,Slayers Next,Slayers Next,tv,finished_airing,Spring 1996,"Action, Adventure, Comedy, Fantasy",8.01,38607,72493,E&G Films,pg_13
3010,Kaiketsu Zorro,The Magnificent Zorro,tv,finished_airing,Spring 1996,"Adventure, Historical",7.24,6087,12891,Ashi Productions,pg_13
92,Kidou Shinseiki Gundam X,After War Gundam X,tv,finished_airing,Spring 1996,"Action, Adventure, Drama, Mecha, Sci-Fi, Space",7.33,16768,37906,Sunrise,pg_13
1416,Lupin III: Dead or Alive,Lupin III: Dead or Alive,movie,finished_airing,Spring 1996,"Action, Adult Cast, Adventure, Comedy, Mystery, Seinen",7.1,5363,12332,Tokyo Movie Shinsha,pg_13
286,B'T X,None,tv,finished_airing,Spring 1996,"Adventure, Mecha, Sci-Fi, Shounen",7.02,5720,12818,TMS Entertainment,pg_13
493,Armitage III: Poly-Matrix,None,movie,finished_airing,Spring 1996,"Action, Detective, Mecha, Military, Mystery, Romance, Sci-Fi",7.05,8098,16415,AIC,r+
1485,Akachan to Boku,Baby and Me,tv,finished_airing,Summer 1996,"Childcare, Comedy, Drama, Shoujo",7.82,8980,24061,Pierrot,g
869,Slayers Return,Slayers Return,movie,finished_airing,Summer 1996,"Adventure, Comedy, Fantasy",7.3,10650,21770,J.C.Staff,pg_13
155,X/1999,X - The Movie,movie,finished_airing,Summer 1996,"Action, Drama, Fantasy, Mystery, Shoujo, Super Power",6.56,19262,40470,Madhouse,r+
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,None,tv,finished_airing,Summer 1996,"Adult Cast, Comedy, Detective, Gag Humor, Shounen",7.78,7387,19956,Gallop,pg_13
2829,Ie Naki Ko Remy,Sans Famille,tv,finished_airing,Fall 1996,"Adventure, Drama, Historical",7.9,9301,21706,Nippon Animation,g
106,Hana yori Dango,Hana Yori Dango,tv,finished_airing,Fall 1996,"Drama, Love Polygon, Romance, School, Shoujo",7.58,26086,64017,Toei Animation,pg_13
1521,Black Jack the Movie,Black Jack: The Movie,movie,finished_airing,Fall 1996,"Award Winning, Drama, Medical, Shounen",7.33,7383,14380,Tezuka Productions,r
573,Saber Marionette J,Saber Marionette J,tv,finished_airing,Fall 1996,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi",7.33,15012,34692,Studio Junio,pg_13
218,Kidou Senkan Nadesico,Martian Successor Nadesico,tv,finished_airing,Fall 1996,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Space",7.49,20679,56534,Xebec,pg_13
1372,Taiho Shichau zo (TV),You're Under Arrest (1996),tv,finished_airing,Fall 1996,"Action, Adult Cast, Comedy, Detective, Seinen, Workplace",7.53,10561,39167,Studio Deen,pg_13
31,Shinseiki Evangelion Movie: Shi to Shinsei,Neon Genesis Evangelion: Death & Rebirth,movie,finished_airing,Winter 1997,"Action, Drama, Mecha, Psychological, Sci-Fi, Suspense",7.48,148675,268085,"Gainax, Production I.G, Tatsunoko Production",r
890,Yuusha-Ou GaoGaiGar,King of Braves GaoGaiGar,tv,finished_airing,Winter 1997,"Action, Adventure, Mecha, Sci-Fi, Super Power",7.82,6937,23198,Sunrise,pg_13
2623,Flanders no Inu (Movie),The Dog of Flanders,movie,finished_airing,Winter 1997,"Drama, Historical, Pets, Visual Arts",7.8,6255,23144,Nippon Animation,g
2076,Kindaichi Shounen no Jikenbo,The File of Young Kindaichi,tv,finished_airing,Spring 1997,"Mystery, Shounen",7.94,8289,32725,Toei Animation,r
527,Pokemon,Pokémon,tv,finished_airing,Spring 1997,"Action, Adventure, Comedy, Fantasy, Kids",7.4,407862,647194,OLM,pg
1172,Slayers Try,None,tv,finished_airing,Spring 1997,"Action, Adventure, Comedy, Fantasy",7.8,30610,56595,E&G Films,pg_13
440,Shoujo Kakumei Utena,Revolutionary Girl Utena,tv,finished_airing,Spring 1997,"Award Winning, Drama, Fantasy, Mahou Shoujo, Mystery, Psychological, School, Suspense",8.22,66883,229019,J.C.Staff,pg_13
779,Meitantei Conan Movie 01: Tokei Jikake no Matenrou,Case Closed Movie 01: The Time Bombed Skyscraper,movie,finished_airing,Spring 1997,"Adventure, Comedy, Detective, Mystery, Shounen",7.86,46304,74428,TMS Entertainment,pg_13
110,Chuuka Ichiban!,None,tv,finished_airing,Spring 1997,"Action, Comedy, Drama, Gourmet, Shounen",7.59,8538,20708,Nippon Animation,pg_13
1844,Clamp Gakuen Tanteidan,CLAMP School Detectives,tv,finished_airing,Spring 1997,"Action, Comedy, Detective, Mystery, School, Shoujo",6.83,5544,15449,Pierrot,g
538,Shin Tenchi Muyou!,Tenchi in Tokyo,tv,finished_airing,Spring 1997,"Comedy, Harem, Romance, Sci-Fi",6.86,18529,38353,AIC,pg_13
164,Mononoke Hime,Princess Mononoke,movie,finished_airing,Summer 1997,"Action, Adventure, Award Winning, Fantasy",8.66,835109,1294348,Studio Ghibli,pg_13
32,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Neon Genesis Evangelion: The End of Evangelion,movie,finished_airing,Summer 1997,"Action, Avant Garde, Drama, Mecha, Psychological, Sci-Fi, Suspense",8.55,642995,963495,"Gainax, Production I.G",r+
1101,Tenchi Muyou! Manatsu no Eve,Tenchi the Movie 2: Daughter of Darkness,movie,finished_airing,Summer 1997,"Action, Comedy, Sci-Fi, Space",7.09,8377,16336,AIC,r+
238,Rekka no Honoo,Flame of Recca,tv,finished_airing,Summer 1997,"Action, Adventure, Martial Arts, Shounen, Super Power",7.34,28878,69209,Pierrot,pg_13
868,Slayers Great,Slayers Great,movie,finished_airing,Summer 1997,"Adventure, Comedy, Fantasy",7.31,10285,21160,J.C.Staff,pg_13
33,Kenpuu Denki Berserk,Berserk,tv,finished_airing,Fall 1997,"Action, Adventure, Drama, Fantasy, Gore, Horror, Military, Seinen",8.59,372238,693818,OLM,r+
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Samurai X: The Motion Picture,movie,finished_airing,Fall 1997,"Drama, Historical, Samurai, Shounen",7.55,28074,53693,Gallop,r
690,Kyuuketsuhime Miyu (TV),Vampire Princess Miyu,tv,finished_airing,Fall 1997,"Action, Drama, Horror, Mythology, Shoujo, Supernatural, Vampire",7.13,12917,42527,AIC,r
1046,Elf wo Karu Mono-tachi II,Those Who Hunt Elves II,tv,finished_airing,Fall 1997,"Adventure, Comedy, Fantasy, Isekai, Shounen",6.97,7329,14434,Group TAC,pg_13
3312,Dr. Slump,None,tv,finished_airing,Fall 1997,"Comedy, Gag Humor, Sci-Fi, Shounen",6.98,8009,19160,Toei Animation,pg_13
1978,Onkyou Seimeitai Noiseman,Noiseman Sound Insect,movie,finished_airing,Fall 1997,"Action, Fantasy, Sci-Fi",6.46,5204,11370,Studio 4°C,g
437,Perfect Blue,Perfect Blue,movie,finished_airing,Winter 1998,"Adult Cast, Avant Garde, Award Winning, Drama, Horror, Psychological, Showbiz, Suspense",8.55,398534,742885,Madhouse,r+
400,Seihou Bukyou Outlaw Star,Outlaw Star,tv,finished_airing,Winter 1998,"Action, Adventure, Comedy, Sci-Fi, Seinen, Space",7.83,64509,161241,Sunrise,r+
115,Ijigen no Sekai El-Hazard,El Hazard: The Alternative World,tv,finished_airing,Winter 1998,"Adventure, Comedy, Fantasy, Isekai",6.78,5397,12492,AIC,pg_13
185,Initial D First Stage,Initial D First Stage,tv,finished_airing,Spring 1998,"Action, Drama, Racing, Seinen",8.35,200795,402028,"Gallop, Studio Comet",pg_13
1,Cowboy Bebop,Cowboy Bebop,tv,finished_airing,Spring 1998,"Action, Adult Cast, Award Winning, Sci-Fi, Space",8.75,993187,1923159,Sunrise,r
232,Cardcaptor Sakura,Cardcaptor Sakura,tv,finished_airing,Spring 1998,"Adventure, Comedy, Drama, Mahou Shoujo, Romance, School, Shoujo",8.17,224743,449545,Madhouse,pg
6,Trigun,Trigun,tv,finished_airing,Spring 1998,"Action, Adult Cast, Adventure, Sci-Fi, Shounen",8.22,381544,784858,Madhouse,pg_13
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,Oh! My Goddess: The Adventures of Mini-Goddess,tv,finished_airing,Spring 1998,"Comedy, Supernatural",6.88,10458,23004,OLM,g
447,Weiß Kreuz,Knight Hunters,tv,finished_airing,Spring 1998,"Action, Drama",6.68,7768,19718,"Plum, Magic Bus",pg_13
550,Yu☆Gi☆Oh!,None,tv,finished_airing,Spring 1998,"Action, Comedy, Fantasy, Shounen, Strategy Game",7.24,145203,253491,Toei Animation,pg_13
780,Meitantei Conan Movie 02: 14-banme no Target,Case Closed Movie 02: The Fourteenth Target,movie,finished_airing,Spring 1998,"Adventure, Comedy, Detective, Mystery, Shounen",7.88,40432,66088,TMS Entertainment,pg_13
206,Lodoss-tou Senki: Eiyuu Kishi Den,Record of Lodoss War: Chronicles of the Heroic Knight,tv,finished_airing,Spring 1998,"Action, Adventure, Drama, Fantasy, Romance",7.11,12182,36044,AIC,pg_13
1184,Lost Universe,None,tv,finished_airing,Spring 1998,"Adventure, Comedy, Drama, Sci-Fi, Space",6.99,7261,18178,E&G Films,pg_13
1517,Silent Möbius,None,tv,finished_airing,Spring 1998,"Action, Comedy, Drama, Fantasy, Horror, Romance, Sci-Fi",6.77,5227,16683,Radix,pg_13
678,Shadow Skill: Eigi,None,tv,finished_airing,Summer 1998,"Action, Adventure, Drama, Fantasy, Martial Arts, Shounen, Super Power",7.07,5203,15706,Studio Deen,pg_13
867,Slayers Gorgeous,None,movie,finished_airing,Summer 1998,"Adventure, Comedy, Fantasy, Supernatural",7.3,9928,20316,J.C.Staff,pg_13
2273,Shin Kidou Senki Gundam Wing: Endless Waltz Tokubetsu-hen,Mobile Suit Gundam Wing: Endless Waltz,movie,finished_airing,Summer 1998,"Action, Drama, Mecha, Military, Sci-Fi, Space",7.78,37272,62005,Sunrise,pg_13
528,Pokemon Movie 01: Mewtwo no Gyakushuu,Pokémon: The First Movie - Mewtwo Strikes Back,movie,finished_airing,Summer 1998,"Action, Adventure, Award Winning, Comedy, Fantasy, Kids",7.66,183203,272037,OLM,pg
339,Serial Experiments Lain,Serial Experiments Lain,tv,finished_airing,Summer 1998,"Avant Garde, Award Winning, Drama, Mystery, Psychological, Sci-Fi, Supernatural, Suspense",8.09,320268,816462,Triangle Staff,r
621,Night Walker: Mayonaka no Tantei,Nightwalker: The Midnight Detective,tv,finished_airing,Summer 1998,"Action, Detective, Horror, Mystery, Supernatural, Vampire",6.91,7777,22388,AIC,r+
83,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,Mobile Suit Gundam: The 08th MS Team - Miller's Report,movie,finished_airing,Summer 1998,"Drama, Mecha, Military, Romance, Sci-Fi",6.75,7012,14178,Sunrise,pg_13
11073,Pokemon Introductory Recap,Ash's Journey,movie,finished_airing,Summer 1998,"Fantasy, Kids",6.44,5481,11875,OLM,pg
420,Spriggan,Spriggan,movie,finished_airing,Summer 1998,"Adventure, Military, Sci-Fi, Shounen",6.68,14811,38162,Studio 4°C,r
5526,Pokemon: Pikachu no Natsuyasumi,Pokémon: Pikachu's Summer Vacation,movie,finished_airing,Summer 1998,"Comedy, Fantasy, Kids",6.82,21143,36179,OLM,pg
219,Kidou Senkan Nadesico: The Prince of Darkness,Martian Successor Nadesico: The Prince of Darkness,movie,finished_airing,Summer 1998,"Action, Award Winning, Drama, Mecha, Psychological, Sci-Fi, Space",6.72,8826,17321,Xebec,r
1483,Master Keaton,None,tv,finished_airing,Fall 1998,"Adult Cast, Adventure, Drama, Historical, Mystery, Seinen",7.61,6254,29683,Madhouse,r
145,Kareshi Kanojo no Jijou,His and Her Circumstances,tv,finished_airing,Fall 1998,"Comedy, Drama, Romance, School, Shoujo",7.6,82985,238679,"Gainax, J.C.Staff",pg_13
1231,Saber Marionette J to X,None,tv,finished_airing,Fall 1998,"Action, Adventure, Comedy, Harem, Mecha, Sci-Fi",7.27,7897,15614,HAL Film Maker,pg_13
2281,Jikuu Tantei Genshi-kun,Flint the Time Detective,tv,finished_airing,Fall 1998,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi, Time Travel",6.32,5343,10460,Group TAC,pg
1017,Majutsushi Orphen,Orphen,tv,finished_airing,Fall 1998,"Action, Adventure, Comedy, Fantasy",7.08,16332,48134,J.C.Staff,pg_13
568,Bubblegum Crisis Tokyo 2040,None,tv,finished_airing,Fall 1998,"Action, Adult Cast, Adventure, Mecha, Sci-Fi",7.08,15557,41259,AIC,r
1629,Devilman Lady,The Devil Lady,tv,finished_airing,Fall 1998,"Action, Drama, Horror, Psychological, Suspense",6.6,7021,27137,TMS Entertainment,r+
782,Gasaraki,Gasaraki,tv,finished_airing,Fall 1998,"Drama, Mecha, Military, Psychological, Supernatural",6.63,6389,24477,Sunrise,pg_13
290,Seikai no Monshou,Crest of the Stars,tv,finished_airing,Winter 1999,"Action, Military, Romance, Sci-Fi, Space",7.62,19042,54630,Sunrise,pg_13
142,Kamikaze Kaitou Jeanne,None,tv,finished_airing,Winter 1999,"Action, Drama, Mahou Shoujo, Mystery, Mythology, Reincarnation, Romance, Shoujo, Supernatural",7.46,29251,58595,Toei Animation,pg_13
2006,Yu☆Gi☆Oh! (Movie),None,movie,finished_airing,Winter 1999,"Adventure, Comedy, Fantasy, Shounen, Strategy Game",6.87,30649,54351,Toei Animation,pg_13
350,Ojamajo Doremi,Magical DoReMi,tv,finished_airing,Winter 1999,"Comedy, Fantasy",7.31,25357,58732,Toei Animation,g
2961,Digimon Adventure Movie,Digimon: The Movie,movie,finished_airing,Winter 1999,"Action, Fantasy, Kids, Sci-Fi",7.6,74209,115545,Toei Animation,pg
326,Petshop of Horrors,Pet Shop of Horrors,tv,finished_airing,Winter 1999,"Horror, Josei, Mystery, Supernatural",7.24,32743,71473,Madhouse,r+
2409,Gokudou-kun Manyuuki,Gokudo,tv,finished_airing,Spring 1999,"Adventure, Comedy, Fantasy",7.41,6357,16477,Trans Arts,pg_13
95,Turn A Gundam,∀ Gundam,tv,finished_airing,Spring 1999,"Action, Adventure, Award Winning, Drama, Mecha, Military, Romance, Sci-Fi, Space",7.78,18164,51062,Sunrise,pg_13
781,Meitantei Conan Movie 03: Seikimatsu no Majutsushi,Case Closed Movie 03: The Last Wizard of the Century,movie,finished_airing,Spring 1999,"Adventure, Comedy, Detective, Mystery, Shounen",8.03,41360,68266,TMS Entertainment,pg_13
552,Digimon Adventure,Digimon: Digital Monsters,tv,finished_airing,Spring 1999,"Action, Adventure, Comedy, Fantasy, Isekai, Kids",7.78,261083,409696,Toei Animation,pg
55,Arc the Lad,None,tv,finished_airing,Spring 1999,"Action, Adventure, Fantasy, Horror, Sci-Fi",6.49,6400,17272,Bee Train,r
3914,1001 Nights,None,movie,finished_airing,Spring 1999,"Avant Garde, Fantasy, Mythology, Romance",6.3,5959,15990,Unknown,r+
111,Corrector Yui,Corrector Yui,tv,finished_airing,Spring 1999,"Adventure, Comedy, Sci-Fi",6.86,7556,17879,Nippon Animation,g
472,To Heart,To Heart,tv,finished_airing,Spring 1999,"Drama, Harem, Romance, School",6.59,10400,28987,OLM,pg_13
1469,Monster Farm: Enbanseki no Himitsu,Monster Rancher,tv,finished_airing,Spring 1999,"Action, Adventure, Comedy, Fantasy, Isekai",6.79,24215,46662,TMS Entertainment,pg_13
635,Juubee-chan: Lovely Gantai no Himitsu,Jubei-chan the Ninja Girl: Secret of the Lovely Eyepatch,tv,finished_airing,Spring 1999,"Action, Adventure, Comedy, Drama",6.66,8266,20187,Madhouse,pg_13
992,Dual! Parallel Lun-Lun Monogatari,Dual! Parallel Trouble Adventure,tv,finished_airing,Spring 1999,"Action, Comedy, Harem, Isekai, Mecha, Sci-Fi",7.05,9106,19630,AIC,pg_13
1144,Tenchi Muyou! in Love 2: Harukanaru Omoi,Tenchi Forever!,movie,finished_airing,Spring 1999,"Drama, Romance, Sci-Fi",7.2,8359,17265,AIC,r+
245,Great Teacher Onizuka,Great Teacher Onizuka,tv,finished_airing,Summer 1999,"Comedy, Delinquents, School, Shounen, Workplace",8.68,419994,855247,Pierrot,r
1062,Nekojiru Gekijou Jirujiru Original,None,tv,finished_airing,Summer 1999,"Action, Anthropomorphic, Comedy",6.45,5331,12001,Kent House,r
371,Cardcaptor Sakura Movie 1,Cardcaptor Sakura The Movie,movie,finished_airing,Summer 1999,"Award Winning, Comedy, Drama, Mahou Shoujo, Shoujo",7.63,59900,102351,Madhouse,pg
1117,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,Pokémon: The Movie 2000,movie,finished_airing,Summer 1999,"Adventure, Comedy, Fantasy, Kids",7.35,127572,195522,OLM,pg
1060,Oruchuban Ebichu,None,tv,finished_airing,Summer 1999,"Anthropomorphic, Comedy, Ecchi, Gag Humor, Pets, Seinen",7.36,20595,54797,"Gainax, Group TAC",r+
1025,Kachou Ouji,Legend of Black Heaven,tv,finished_airing,Summer 1999,"Adventure, Comedy, Music, Sci-Fi, Slice of Life, Space",6.95,8827,32777,"AIC, APPP",r+
1138,Medarot,Medabots,tv,finished_airing,Summer 1999,"Adventure, Comedy, Kids, Sci-Fi, Shounen",7.09,33867,61076,Bee Train,pg
1108,Senkaiden Houshin Engi,Soul Hunter,tv,finished_airing,Summer 1999,"Action, Adventure, Fantasy, Historical, Shounen",7.06,7211,18080,Studio Deen,pg_13
